"","CAMIS","DBA","BUILDING","STREET","ADDRESS_Ext","lon","lat"
"1",30075445,"MORRIS PARK BAKE SHOP","1007","MORRIS PARK AVE","1007,MORRIS PARK AVE,New York, NY",-73.8560344,40.8484353
"2",30112340,"WENDY'S","469","FLATBUSH AVENUE","469,FLATBUSH AVENUE,New York, NY",-73.961721,40.6629144
"3",30191841,"DJ REYNOLDS PUB AND RESTAURANT","351","WEST   57 STREET","351,WEST   57 STREET,New York, NY",-73.984908,40.767777
"4",40356018,"RIVIERA CATERERS","2780","STILLWELL AVENUE","2780,STILLWELL AVENUE,New York, NY",-73.982429,40.5795186
"5",40356151,"BRUNOS ON THE BOULEVARD","8825","ASTORIA BOULEVARD","8825,ASTORIA BOULEVARD,New York, NY",-73.8803827,40.7643124
"6",40356483,"WILKEN'S FINE FOOD","7114","AVENUE U","7114,AVENUE U,New York, NY",-73.9068869,40.6199267
"7",40356731,"TASTE THE TROPICS ICE CREAM","1839","NOSTRAND AVENUE","1839,NOSTRAND AVENUE,New York, NY",-73.9483834,40.6408376
"8",40357217,"WILD ASIA","2300","SOUTHERN BOULEVARD","2300,SOUTHERN BOULEVARD,New York, NY",-73.8826342,40.8486123
"9",40359480,"1 EAST 66TH STREET KITCHEN","1","EAST   66 STREET","1,EAST   66 STREET,New York, NY",-73.9692691,40.7685235
"10",40359705,"NATHAN'S FAMOUS","1310","SURF AVENUE","1310,SURF AVENUE,New York, NY",-73.9814419,40.5752945
"11",40360045,"SEUDA FOODS","705","KINGS HIGHWAY","705,KINGS HIGHWAY,New York, NY",-73.9653944,40.6064353
"12",40360076,"CARVEL ICE CREAM","203","CHURCH AVENUE","203,CHURCH AVENUE,New York, NY",-73.9782049,40.6435286
"13",40361322,"CARVEL ICE CREAM","26515","HILLSIDE AVENUE","26515,HILLSIDE AVENUE,New York, NY",-73.7032606,40.7386137
"14",40361618,"SAL'S DELI","12908","20 AVENUE","12908,20 AVENUE,New York, NY",-73.8393218,40.7815398
"15",40361998,"STEVE CHU'S DELI & GROCERY","3406","10 STREET","3406,10 STREET,New York, NY",-73.9389611,40.7647791
"16",40362098,"HARRIET'S KITCHEN","502","AMSTERDAM AVENUE","502,AMSTERDAM AVENUE,New York, NY",-73.9760929,40.7866992
"17",40362264,"P & S DELI GROCERY","730","COLUMBUS AVENUE","730,COLUMBUS AVENUE,New York, NY",-73.9679887,40.7927409
"18",40362274,"ANGELIKA FILM CENTER","18","WEST HOUSTON STREET","18,WEST HOUSTON STREET,New York, NY",-73.9973541,40.7259225
"19",40362432,"HO MEI RESTAURANT","10305","37 AVENUE","10305,37 AVENUE,New York, NY",-73.8642043,40.7534356
"20",40362715,"THE COUNTRY CAFE","60","WALL STREET","60,WALL STREET,New York, NY",-74.0083912,40.7062255
"21",40362869,"SHASHEMENE INT'L RESTAURANT","195","EAST   56 STREET","195,EAST   56 STREET,New York, NY",-73.9681016,40.759622
"22",40363098,"DUNKIN' DONUTS","56","COURT STREET","56,COURT STREET,New York, NY",-73.9914075,40.6922354
"23",40363298,"CAFE METRO","625","8 AVENUE","625,8 AVENUE,New York, NY",-73.9917714,40.7568916
"24",40363426,"LEXLER DELI","405","LEXINGTON AVENUE","405,LEXINGTON AVENUE,New York, NY",-73.9755536,40.7518684
"25",40363427,"BAGELS N BUNS","2491","VICTORY BOULEVARD","2491,VICTORY BOULEVARD,New York, NY",-74.146137,40.610693
"26",40363565,"HOT BAGELS","7905","METROPOLITAN AVENUE","7905,METROPOLITAN AVENUE,New York, NY",-73.8740358,40.7135174
"27",40363630,"LORENZO & MARIA'S KITCHEN","1418","THIRD AVENUE","1418,THIRD AVENUE,New York, NY",-73.9567568,40.7753199
"28",40363685,"BERKELEY","437","MADISON AVENUE","437,MADISON AVENUE,New York, NY",-73.9752435,40.7573533
"29",40363744,"SONNY'S HEROS","1031","EAST   92 STREET","1031,EAST   92 STREET,New York, NY",-73.9076187,40.6438445
"30",40363834,"CARVEL ICE CREAM","1111","HYLAN BOULEVARD","1111,HYLAN BOULEVARD,New York, NY",-74.0797175,40.5988286
"31",40363920,"NEW GOLDEN BILLION","976","RUTLAND ROAD","976,RUTLAND ROAD,New York, NY",-73.9270496,40.6620406
"32",40363945,"DOMINO'S","148","WEST   72 STREET","148,WEST   72 STREET,New York, NY",-73.9806499,40.7779053
"33",40364149,"AUNTIE ANNE'S PRETZELS","0","34 STREET","0,34 STREET,New York, NY",-73.985873,40.7492622
"34",40364179,"SPOONBREAD TOO","364","WEST  110 STREET","364,WEST  110 STREET,New York, NY",-73.96086,40.8013972
"35",40364220,"KOSHER BAGEL HOLE","1423","AVENUE J","1423,AVENUE J,New York, NY",-73.9615132,40.6253268
"36",40364286,"PLAZA BAGELS & DELI","73","NEW DORP PLAZA","73,NEW DORP PLAZA,New York, NY",-74.1178949,40.5734906
"37",40364296,"HAPPY GARDEN","277","EAST KINGSBRIDGE ROAD","277,EAST KINGSBRIDGE ROAD,New York, NY",-73.8940533,40.8635349
"38",40364299,"B & M HOT BAGEL & GROCERY","203","GIFFORDS LANE","203,GIFFORDS LANE,New York, NY",-74.15237,40.5563927
"39",40364305,"PHILADELPHIA GRILLE EXPRESS","10004","4 AVENUE","10004,4 AVENUE,New York, NY",-74.0090187,40.6497863
"40",40364335,"PETER LUGER STEAKHOUSE","178","BROADWAY","178,BROADWAY,New York, NY",-74.0096605,40.7100578
"41",40364347,"METROPOLITAN CLUB","1","EAST   60 STREET","1,EAST   60 STREET,New York, NY",-73.972042,40.7649048
"42",40364362,"21 CLUB","21","WEST   52 STREET","21,WEST   52 STREET,New York, NY",-73.977397,40.760533
"43",40364363,"MANHEM CLUB","658","CLARENCE AVE","658,CLARENCE AVE,New York, NY",-73.8143136,40.8291632
"44",40364373,"ISLE OF CAPRI RESTURANT","1028","3 AVENUE","1028,3 AVENUE,New York, NY",-73.9659914,40.762811
"45",40364389,"OLD TOWN BAR & RESTAURANT","45","EAST   18 STREET","45,EAST   18 STREET,New York, NY",-73.989184,40.7375877
"46",40364404,"POLISH NATIONAL HOME","261","DRIGGS AVENUE","261,DRIGGS AVENUE,New York, NY",-73.9483919,40.7224876
"47",40364439,"SEVILLA RESTAURANT","62","CHARLES STREET","62,CHARLES STREET,New York, NY",-74.0029255,40.7348316
"48",40364443,"CRIMINAL COURT BLDG CAFETERIA","100","CENTRE STREET","100,CENTRE STREET,New York, NY",-74.0009505,40.7158918
"49",40364449,"GOTTSCHEER HALL","657","FAIRVIEW AVENUE","657,FAIRVIEW AVENUE,New York, NY",-73.9054171,40.7067838
"50",40364467,"NYAC MAIN DINING ROOM","180","CENTRAL PARK SOUTH","180,CENTRAL PARK SOUTH,New York, NY",-73.9790165,40.7663817
"51",40364518,"7B BAR","108","AVENUE B","108,AVENUE B,New York, NY",-73.9814144,40.7250535
"52",40364531,"CAFE ATELIER (ART STUDENTS LEAGUE)","215","WEST   57 STREET","215,WEST   57 STREET,New York, NY",-73.9807155,40.7661229
"53",40364572,"DONOHUE'S STEAK HOUSE","845","LEXINGTON AVENUE","845,LEXINGTON AVENUE,New York, NY",-73.9655299,40.7654387
"54",40364576,"TOUT VA BIEN","311","WEST   51 STREET","311,WEST   51 STREET,New York, NY",-73.986219,40.763406
"55",40364581,"JUNIOR'S","386","FLATBUSH AVENUE EXTENSION","386,FLATBUSH AVENUE EXTENSION,New York, NY",-73.9819928,40.6901583
"56",40364668,"MARCHIS RESTAURANT","251","EAST   31 STREET","251,EAST   31 STREET,New York, NY",-73.9775687,40.743194
"57",40364681,"TOWNE CAFE","2602","EAST   15 STREET","2602,EAST   15 STREET,New York, NY",-73.9546035,40.5877604
"58",40364691,"THE GEORGIAN SUITE KITCHEN",".1-A","EAST 77 ST",".1-A,EAST 77 ST,New York, NY",-73.9642145,40.7755566
"59",40364715,"OLD HOMESTEAD","56","9 AVENUE","56,9 AVENUE,New York, NY",-74.004699,40.7411794
"60",40364744,"NEW PARK PIZZERIA & RESTAURANT","156-71","CROSSBAY BOULEVARD","156-71,CROSSBAY BOULEVARD,New York, NY",-73.8404131,40.6627285
"61",40364858,"DOUGLASTON CLUB","600","WEST DRIVE","600,WEST DRIVE,New York, NY",-73.7522366,40.7766941
"62",40364920,"RIZZO'S FINE PIZZA","3013","STEINWAY STREET","3013,STEINWAY STREET,New York, NY",-73.9151096,40.763377
"63",40364956,"THE NEW STARLING ATHLETIC CLUB OF THE BRONX","2222","HAVILAND AVENUE","2222,HAVILAND AVENUE,New York, NY",-73.8497176,40.8304811
"64",40364958,"WHITE HORSE TAVERN","567","HUDSON STREET","567,HUDSON STREET,New York, NY",-74.006195,40.735663
"65",40365013,"CRYSTAL ROOM","67","OLYMPIA BOULEVARD","67,OLYMPIA BOULEVARD,New York, NY",-74.0707229,40.5931476
"66",40365022,"LABETTI'S POST # 2159","390","HYLAN BOULEVARD","390,HYLAN BOULEVARD,New York, NY",-74.07434,40.60947
"67",40365043,"SHELL LANES","1","BOUCK COURT","1,BOUCK COURT,New York, NY",-73.9735905,40.5890055
"68",40365075,"MCSORLEY'S OLD ALE HOUSE","15","EAST    7 STREET","15,EAST    7 STREET,New York, NY",-73.9896832,40.7288115
"69",40365098,"FORLINIS RESTAURANT","93","BAXTER STREET","93,BAXTER STREET,New York, NY",-73.9994202,40.7169149
"70",40365120,"SOUTH SHORE SWIMMING CLUB","6736","HYLAN BOULEVARD","6736,HYLAN BOULEVARD,New York, NY",-74.2274933,40.5071992
"71",40365166,"CORNER BISTRO","331","WEST    4 STREET","331,WEST    4 STREET,New York, NY",-74.0037316,40.7379852
"72",40365226,"NOSTRAND DONUT SHOP","1449","NOSTRAND AVENUE","1449,NOSTRAND AVENUE,New York, NY",-73.9493594,40.6509823
"73",40365239,"DORRIAN'S RED HAND RESTAURANT","1616","2 AVENUE","1616,2 AVENUE,New York, NY",-73.9525693,40.7763934
"74",40365264,"LA GRENOUILLE","3","EAST   52 STREET","3,EAST   52 STREET,New York, NY",-73.9755707,40.7596796
"75",40365280,"COMO PIZZA","4035","BROADWAY","4035,BROADWAY,New York, NY",-73.9395182,40.8422945
"76",40365288,"KEATS RESTAURANT","842","2 AVENUE","842,2 AVENUE,New York, NY",-73.9706634,40.7515023
"77",40365293,"ANGELO OF MULBERRY ST.","146","MULBERRY STREET","146,MULBERRY STREET,New York, NY",-73.9972125,40.7188354
"78",40365348,"PANCHITO'S","103","MACDOUGAL STREET","103,MACDOUGAL STREET,New York, NY",-74.001043,40.729795
"79",40365355,"NEW CORNER","7201","8 AVENUE","7201,8 AVENUE,New York, NY",-74.0165893,40.6284885
"80",40365361,"THE PRINCETON CLUB","15","WEST   43 STREET","15,WEST   43 STREET,New York, NY",-73.9813096,40.7547467
"81",40365387,"ARTURO'S","106","WEST HOUSTON STREET","106,WEST HOUSTON STREET,New York, NY",-74.0003969,40.7273906
"82",40365472,"SPAIN RESTAURANT & BAR","113","WEST   13 STREET","113,WEST   13 STREET,New York, NY",-73.9979214,40.7371344
"83",40365499,"YANKEE TAVERN","72","EAST  161 STREET","72,EAST  161 STREET,New York, NY",-73.9252404,40.8273059
"84",40365525,"DONUT PUB","203","WEST   14 STREET","203,WEST   14 STREET,New York, NY",-73.9998226,40.7388767
"85",40365546,"REBEN LUNCHEONETTE","229","HAVEMEYER STREET","229,HAVEMEYER STREET,New York, NY",-73.9590798,40.7090337
"86",40365577,"V & T RESTAURANT","1024","AMSTERDAM AVENUE","1024,AMSTERDAM AVENUE,New York, NY",-73.9639209,40.8033908
"87",40365627,"JAHN'S RESTAURANT","8104","37 AVENUE","8104,37 AVENUE,New York, NY",-73.8850023,40.7494272
"88",40365632,"J&V FAMOUS PIZZA","6322","18 AVENUE","6322,18 AVENUE,New York, NY",-73.9896832,40.6199406
"89",40365644,"JOE ALLEN RESTAURANT","326","WEST   46 STREET","326,WEST   46 STREET,New York, NY",-73.9891208,40.7600663
"90",40365726,"BARBETTA RESTAURANT","319321","323 W. 46TH ST.","319321,323 W. 46TH ST.,New York, NY",-73.988948,40.760337
"91",40365784,"GARGIULO'S RESTAURANT","2911","WEST   15 STREET","2911,WEST   15 STREET,New York, NY",-73.9824359,40.5764832
"92",40365789,"PATSY'S ITALIAN RESTAURANT","236","WEST   56 STREET","236,WEST   56 STREET,New York, NY",-73.9827504,40.7656161
"93",40365841,"PARKSIDE RESTAURANT","10701","CORONA AVENUE","10701,CORONA AVENUE,New York, NY",-73.8560803,40.7438544
"94",40365844,"LAVELLE'S ADMIRAL'S CLUB","4515","BROADWAY","4515,BROADWAY,New York, NY",-73.9319079,40.8587887
"95",40365871,"NEARY'S PUB","358","EAST   57 STREET","358,EAST   57 STREET,New York, NY",-73.9635233,40.7582638
"96",40365882,"NEW YORK PIZZA SUPREMA","413","8 AVENUE","413,8 AVENUE,New York, NY",-73.995321,40.750205
"97",40365904,"MEE SUM CAFE","26","PELL STREET","26,PELL STREET,New York, NY",-73.9983,40.715051
"98",40365938,"NANCY'S RESTAURANT","25541","JAMAICA AVENUE","25541,JAMAICA AVENUE,New York, NY",-73.7089689,40.727814
"99",40365942,"HOP KEE RESTAURANT","21","MOTT STREET","21,MOTT STREET,New York, NY",-73.998891,40.7144524
"100",40365968,"NANCY WHISKEY PUB","1","LISPENARD ST","1,LISPENARD ST,New York, NY",-74.0049775,40.720635
"101",40365972,"BLARNEY BAR","14609","JAMAICA AVENUE","14609,JAMAICA AVENUE,New York, NY",-73.808533,40.7019217
"102",40366002,"MARGHERITA PIZZA","16304","JAMAICA AVENUE","16304,JAMAICA AVENUE,New York, NY",-73.7967325,40.7045847
"103",40366054,"HEALY'S PUB","10807","ROCKAWAY BEACH BOULEVARD","10807,ROCKAWAY BEACH BOULEVARD,New York, NY",-73.829936,40.5811949
"104",40366109,"FIFTH AVENUE BINGO","416","5 AVENUE","416,5 AVENUE,New York, NY",-73.9836043,40.7508549
"105",40366132,"DENINO'S PIZZERIA TAVERN","524","PORT RICHMOND AVENUE","524,PORT RICHMOND AVENUE,New York, NY",-74.1402479,40.6302068
"106",40366154,"MICHAEL'S RESTAURANT","2929","AVENUE R","2929,AVENUE R,New York, NY",-73.9429166,40.6076319
"107",40366162,"LENIHAN'S SALOON","11909","ATLANTIC AVENUE","11909,ATLANTIC AVENUE,New York, NY",-73.8276969,40.6944432
"108",40366222,"KILLARNEY ROSE","80","BEAVER STREET","80,BEAVER STREET,New York, NY",-74.0087355,40.7051348
"109",40366230,"DON PEPPE","13558","LEFFERTS BOULEVARD","13558,LEFFERTS BOULEVARD,New York, NY",-73.8216429,40.6689436
"110",40366356,"BLARNEY CASTLE","20224","ROCKAWAY POINT BOULEVARD","20224,ROCKAWAY POINT BOULEVARD,New York, NY",-73.9119856,40.5613416
"111",40366361,"THREE STAR RESTAURANT","1611","AVENUE U","1611,AVENUE U,New York, NY",-73.955074,40.599217
"112",40366381,"DANGERFIELD'S NIGHT CLUB","1118","1 AVENUE","1118,1 AVENUE,New York, NY",-73.9605777,40.7610068
"113",40366396,"DESMOND'S TAVERN","433","PARK AVENUE SOUTH","433,PARK AVENUE SOUTH,New York, NY",-73.9830322,40.7441244
"114",40366425,"NAOMI KOSHER PIZZA","6828","MAIN STREET","6828,MAIN STREET,New York, NY",-73.8252172,40.732445
"115",40366471,"ROLL-N-ROASTER","2901","EMMONS AVENUE","2901,EMMONS AVENUE,New York, NY",-73.9396101,40.5841775
"116",40366473,"TIO PEPE","168","WEST    4 STREET","168,WEST    4 STREET,New York, NY",-74.0016583,40.7319679
"117",40366487,"BRENNAN & CARR","3432","NOSTRAND AVENUE","3432,NOSTRAND AVENUE,New York, NY",-73.9421129,40.6002248
"118",40366497,"THE PUNCH BOWL","5820","BROADWAY","5820,BROADWAY,New York, NY",-73.9002439,40.8851227
"119",40366543,"JARDIN DE CHINA REST","3737","JUNCTION BOULEVARD","3737,JUNCTION BOULEVARD,New York, NY",-73.8700041,40.750677
"120",40366549,"IRISH COTTAGE","10807","72 AVENUE","10807,72 AVENUE,New York, NY",-73.8425537,40.7196481
"121",40366574,"BLARNEY STONE","11","TRINITY PLACE","11,TRINITY PLACE,New York, NY",-74.0138025,40.7063433
"122",40366586,"SHIMONS KOSHER PIZZA","7124","MAIN STREET","7124,MAIN STREET,New York, NY",-73.8223908,40.7271603
"123",40366652,"FASCATI'S PIZZERIA","80","HENRY STREET","80,HENRY STREET,New York, NY",-73.9927592,40.6985047
"124",40366661,"BABY BO'S CANTINA","627","2 AVENUE","627,2 AVENUE,New York, NY",-73.9759608,40.7451279
"125",40366711,"LI GRECI'S STAATEN RESTAURANT","697","FOREST AVENUE","697,FOREST AVENUE,New York, NY",-74.1123423,40.6297
"126",40366716,"SHUN LEE PALACE RESTAURANT","155","EAST   55 STREET","155,EAST   55 STREET,New York, NY",-73.9690724,40.7594346
"127",40366742,"TAMAQUA","84","EBONY COURT","84,EBONY COURT,New York, NY",-73.9300062,40.5943553
"128",40366812,"CARA MIA","22020","HILLSIDE AVENUE","22020,HILLSIDE AVENUE,New York, NY",-73.7430164,40.730399
"129",40366833,"IHOP","4340","BOSTON ROAD","4340,BOSTON ROAD,New York, NY",-73.8196099,40.8901138
"130",40366857,"MALONEY'S BAR","8769","SUTPHIN BOULEVARD","8769,SUTPHIN BOULEVARD,New York, NY",-73.8092264,40.7054209
"131",40366879,"LA FUSTA RESTAURANT","8032","BAXTER AVENUE","8032,BAXTER AVENUE,New York, NY",-73.8843245,40.7446984
"132",40366928,"RICHMOND COUNTY COUNTRY CLUB","135","FLAGG PLACE","135,FLAGG PLACE,New York, NY",-74.1050011,40.5884133
"133",40366929,"LITTLE BROWN JUG","12402","JAMAICA AVENUE","12402,JAMAICA AVENUE,New York, NY",-73.8262931,40.7006207
"134",40366938,"LULU'S COFFEE SHOP","1191","CASTLE HILL AVENUE","1191,CASTLE HILL AVENUE,New York, NY",-73.8513114,40.8316981
"135",40366961,"MITCHELL'S RESTAURANT","617A","VANDERBILT AVENUE","617A,VANDERBILT AVENUE,New York, NY",-73.968132,40.678731
"136",40366993,"FINNEGAN'S WAKE PUB","1361","FIRST AVENUE","1361,FIRST AVENUE,New York, NY",-73.9556136,40.7686334
"137",40367005,"DA VINCI PIZZA","6514","18 AVENUE","6514,18 AVENUE,New York, NY",-73.9907736,40.618867
"138",40367038,"MEXICO LINDO RESTAURANT","459","2 AVENUE","459,2 AVENUE,New York, NY",-73.9798634,40.7398171
"139",40367161,"MARINA DELRAY","2894","SCHURZ AVE","2894,SCHURZ AVE,New York, NY",-73.815175,40.8137649
"140",40367164,"NEW FLORIDIAN DINER","2301","FLATBUSH AVENUE","2301,FLATBUSH AVENUE,New York, NY",-73.9271185,40.6142036
"141",40367179,"TWINS PUB","421","9 AVENUE","421,9 AVENUE,New York, NY",-73.9968491,40.7531897
"142",40367183,"NARROWS COFFEE SHOP","10001","4 AVENUE","10001,4 AVENUE,New York, NY",-74.0334319,40.6125938
"143",40367189,"BROOME STREET BAR","363","WEST BROADWAY","363,WEST BROADWAY,New York, NY",-74.0029053,40.7231568
"144",40367232,"O'HANLON'S PUB","2257","31 STREET","2257,31 STREET,New York, NY",-73.9119726,40.7747913
"145",40367240,"CHARLIES SPORTS BAR","4408","60TH ST. - STORE","4408,60TH ST. - STORE,New York, NY",-73.9046712,40.7419162
"146",40367241,"JG MELON RESTAURANT","1291","3 AVENUE","1291,3 AVENUE,New York, NY",-73.9593375,40.7710523
"147",40367278,"JACK'S PIZZA & PASTA","21249","26 AVENUE","21249,26 AVENUE,New York, NY",-73.777222,40.7789347
"148",40367338,"TAP ROOM","180","CENTRAL PARK SOUTH","180,CENTRAL PARK SOUTH,New York, NY",-73.9790165,40.7663817
"149",40367339,"COCKTAIL ROOM (NYAC)","180","CENTRAL PARK SOUTH","180,CENTRAL PARK SOUTH,New York, NY",-73.9790165,40.7663817
"150",40367365,"FLAME RESTAURANT COFFEE HOUSE","893","9 AVENUE","893,9 AVENUE,New York, NY",-73.9855792,40.7686093
"151",40367373,"JACKSON HOLE","232","EAST   64 STREET","232,EAST   64 STREET,New York, NY",-73.9629729,40.7638694
"152",40367377,"ZUM STAMMTISCH","6946","MYRTLE AVENUE","6946,MYRTLE AVENUE,New York, NY",-73.8811177,40.7017702
"153",40367442,"BUDDY'S WONDER BAR","17","HARRISON AVENUE","17,HARRISON AVENUE,New York, NY",-74.0099089,40.718565
"154",40367481,"THE ASSEMBLY BAR","7302","COOPER AVENUE","7302,COOPER AVENUE,New York, NY",-73.876876,40.703885
"155",40367534,"MR BROADWAY KOSHER RESTAURANT","1372","BROADWAY","1372,BROADWAY,New York, NY",-73.9870525,40.7523408
"156",40367540,"PICCOLA VENEZIA","4201","28 AVENUE","4201,28 AVENUE,New York, NY",-73.9117785,40.7648343
"157",40367570,"NI-NI'S CAFE","710","NEW DORP LANE","710,NEW DORP LANE,New York, NY",-74.100298,40.5655809
"158",40367677,"CAPITOL RESTAURANT","4933","BROADWAY","4933,BROADWAY,New York, NY",-73.9215284,40.8678204
"159",40367715,"LA BONNE SOUPE BISTRO","48","WEST   55 STREET","48,WEST   55 STREET,New York, NY",-73.9770159,40.7623548
"160",40367728,"MIMIS RESTAURANT & BAR","984","SECOND AVENUE","984,SECOND AVENUE,New York, NY",-73.9674015,40.7561563
"161",40367749,"LENNY'S CLAM BAR","16103","CROSSBAY BOULEVARD","16103,CROSSBAY BOULEVARD,New York, NY",-73.8385532,40.6556945
"162",40367752,"GRIFFIS FACULTY CLUB","521","EAST   68 STREET","521,EAST   68 STREET,New York, NY",-73.9542568,40.7641379
"163",40367766,"GRAY'S PAPAYA","2080","BROADWAY","2080,BROADWAY,New York, NY",-73.9816957,40.7782023
"164",40367789,"DANI PIZZA AND RESTAURANT","8128","LEFFERTS BOULEVARD","8128,LEFFERTS BOULEVARD,New York, NY",-73.8306043,40.7089204
"165",40367790,"MCDONALD'S","943","FLATBUSH AVENUE","943,FLATBUSH AVENUE,New York, NY",-73.958168,40.648705
"166",40367829,"MCDONALD'S","7550","101 AVENUE","7550,101 AVENUE,New York, NY",-73.8617292,40.6795551
"167",40367841,"CAFE FIORELLO","1900","BROADWAY","1900,BROADWAY,New York, NY",-73.9814645,40.771542
"168",40367860,"LB SPUMONI GARDENS","2725","86 STREET","2725,86 STREET,New York, NY",-73.9813041,40.5947441
"169",40367870,"AMORE PIZZERIA & RESTAURANT","3027","STRATTON STREET","3027,STRATTON STREET,New York, NY",-73.8340838,40.7694132
"170",40367946,"THE LARK'S NEST","4280","KATONAH AVE","4280,KATONAH AVE,New York, NY",-73.8670145,40.8979783
"171",40368018,"TERRACE CAFE","2300","SOUTHERN BOULEVARD","2300,SOUTHERN BOULEVARD,New York, NY",-73.8826342,40.8486123
"172",40368021,"ZOO BREWS-BRONX ZOO","2300","SOUTHERN BOULEVARD","2300,SOUTHERN BOULEVARD,New York, NY",-73.8826342,40.8486123
"173",40368022,"GRIZZLY GROUNDS","2300","SOUTHERN BOULEVARD","2300,SOUTHERN BOULEVARD,New York, NY",-73.8826342,40.8486123
"174",40368025,"THE PECKING ORDER","2300","SOUTHERN BOULEVARD","2300,SOUTHERN BOULEVARD,New York, NY",-73.8826342,40.8486123
"175",40368026,"AFRICAN MARKET (BABOON CAFE)","2300","SOUTHERN BOULEVARD","2300,SOUTHERN BOULEVARD,New York, NY",-73.8826342,40.8486123
"176",40368034,"ROADHOUSE RESTAURANT","1402","CLOVE ROAD","1402,CLOVE ROAD,New York, NY",-74.100577,40.6131756
"177",40368157,"ELEPHANT & CASTLE","68","GREENWICH AVENUE","68,GREENWICH AVENUE,New York, NY",-74.0006902,40.7362317
"178",40368207,"MILL BASIN KOSHER DELI","5823","AVENUE T","5823,AVENUE T,New York, NY",-73.918161,40.6157314
"179",40368223,"OYSTER BAR","0","GRAND CENTRAL TERMINAL","0,GRAND CENTRAL TERMINAL,New York, NY",-73.9772294,40.7527262
"180",40368271,"CHERRY TAVERN","441","EAST    6 STREET","441,EAST    6 STREET,New York, NY",-73.9843229,40.7258017
"181",40368291,"COLONNADE DINER","2001","HYLAN BOULEVARD","2001,HYLAN BOULEVARD,New York, NY",-74.0989902,40.5811011
"182",40368313,"RED FLAME DINER","67","WEST   44 STREET","67,WEST   44 STREET,New York, NY",-73.9827221,40.7561037
"183",40368318,"MAGGIES PLACE","21","EAST   47 STREET","21,EAST   47 STREET,New York, NY",-73.9771145,40.7562972
"184",40368338,"BRADY'S BAR","1583","2 AVENUE","1583,2 AVENUE,New York, NY",-73.9537885,40.7754764
"185",40368374,"JIMMY'S CORNER","140","WEST   44 STREET","140,WEST   44 STREET,New York, NY",-73.984838,40.756594
"186",40368526,"FROST RESTAURANT","193","FROST STREET","193,FROST STREET,New York, NY",-73.9434941,40.7183945
"187",40368552,"SAMMY'S STEAKHOUSE","155157","CHRISTIE ST.","155157,CHRISTIE ST.,New York, NY",-73.9929172,40.7199205
"188",40368555,"IL CORTILE RESTAURANT","123","MULBERRY STREET","123,MULBERRY STREET,New York, NY",-73.9982453,40.7179447
"189",40368577,"DENNY'S PUB","106","BEVERLY ROAD","106,BEVERLY ROAD,New York, NY",-73.979202,40.642711
"190",40368581,"MARIES CRISIS CAFE","59","GROVE STREET","59,GROVE STREET,New York, NY",-74.0033971,40.7332382
"191",40368632,"NEW PARKWAY RESTAURANT","7504","13 AVENUE","7504,13 AVENUE,New York, NY",-74.0078288,40.6202394
"192",40368725,"CAFE RIAZOR","245","WEST   16 STREET","245,WEST   16 STREET,New York, NY",-74.0004233,40.7408122
"193",40368752,"RAOULS","180","PRINCE STREET","180,PRINCE STREET,New York, NY",-74.0021307,40.7261816
"194",40368763,"THE BROOK","111","EAST   54 STREET","111,EAST   54 STREET,New York, NY",-73.9714613,40.7596584
"195",40368801,"MARBELLA RESTAURANT","22033","NORTHERN BOULEVARD","22033,NORTHERN BOULEVARD,New York, NY",-73.7607641,40.7618386
"196",40368809,"P.J.' S","18925","UNION TURNPIKE","18925,UNION TURNPIKE,New York, NY",-73.7796506,40.7298682
"197",40368824,"DOUBLES CLUB","783","5 AVENUE","783,5 AVENUE,New York, NY",-73.9727118,40.7645086
"198",40368897,"HATSUHANA RESTAURANT","17","EAST   48 STREET","17,EAST   48 STREET,New York, NY",-73.9769193,40.7570317
"199",40369012,"VALENTINO'S PIZZA","7147","KISSENA BOULEVARD","7147,KISSENA BOULEVARD,New York, NY",-73.8147999,40.7287414
"200",40369016,"VIAND COFFEE SHOP","673","MADISON AVENUE","673,MADISON AVENUE,New York, NY",-73.970292,40.764878
"201",40369017,"PALM TOO","840","2 AVENUE","840,2 AVENUE,New York, NY",-73.9706863,40.7514669
"202",40369051,"STEVE'S COFFEE SHOP","403416","2ND ST","403416,2ND ST,New York, NY",-73.9857665,40.7230145
"203",40369087,"BLUE BAY RESTAURANT","3533","JOHNSON AVENUE","3533,JOHNSON AVENUE,New York, NY",-73.9100082,40.8863835
"204",40369111,"THE HYTES BAR","1082","ST JOHNS PLACE","1082,ST JOHNS PLACE,New York, NY",-73.9425836,40.6710052
"205",40369139,"PERGOLA DES ARTISTES","252","WEST   46 STREET","252,WEST   46 STREET,New York, NY",-73.9872875,40.7593302
"206",40369158,"JODY'S CLUB","372","FOREST AVENUE","372,FOREST AVENUE,New York, NY",-74.1018122,40.6308299
"207",40369165,"REIF'S TAVERN","302","EAST   92 STREET","302,EAST   92 STREET,New York, NY",-73.9486257,40.7813724
"208",40369213,"WHITESTONE LANES","3005","WHITESTONE EXPRESSWAY","3005,WHITESTONE EXPRESSWAY,New York, NY",-73.8335439,40.770271
"209",40369262,"JOHN'S PIZZERIA","8502","GRAND AVENUE","8502,GRAND AVENUE,New York, NY",-73.8818527,40.7348056
"210",40369287,"TWO STEPS DOWN","240","DEKALB AVENUE","240,DEKALB AVENUE,New York, NY",-73.9695462,40.6893302
