"","CAMIS","DBA","BUILDING","STREET","ADDRESS_Ext","lon","lat"
"14254",50019020,"AZUKI","700","8TH AVE","700,8TH AVE,New York, NY",-73.9882975,40.7587072
"14255",50019021,"ADALYA","55","IRVING PL","55,IRVING PL,New York, NY",-73.9873928,40.7362535
"14256",50019025,"GREY DOLPHIN SPORTS BAR & LOUNGE","22320","LINDEN BLVD","22320,LINDEN BLVD,New York, NY",-73.7368565,40.6939097
"14257",50019029,"AMMOS ESTIATORIO","52","VANDERBILT AVE","52,VANDERBILT AVE,New York, NY",-73.9773555,40.7543343
"14258",50019036,"AJ'S PIZZA","7137","AUSTIN ST","7137,AUSTIN ST,New York, NY",-73.8391741,40.7176854
"14259",50019038,"AER LINGUS LOUNGE","611C/621C","TERMINAL 5- JFK AIRPORT","611C/621C,TERMINAL 5- JFK AIRPORT,New York, NY",-73.7752906,40.6458145
"14260",50019041,"COUNTRY SPICE","884","RUTLAND RD","884,RUTLAND RD,New York, NY",-73.9300807,40.6604238
"14261",50019043,"NYU COLLEGE OF NURSING CAFE","433","1ST AVE","433,1ST AVE,New York, NY",-73.9777688,40.7386834
"14262",50019047,"CLAUDIO PIZZERIA RESTORANTE","598","10TH AVE","598,10TH AVE,New York, NY",-73.9946144,40.7603494
"14263",50019052,"YANKEE PIZZA RESTAURANT","181","AVENUE C","181,AVENUE C,New York, NY",-73.9772637,40.7266819
"14264",50019055,"C & B","178","E 7TH ST","178,E 7TH ST,New York, NY",-73.9816865,40.7250553
"14265",50019058,"ASIAN BAY CHINESE FOOD","1741","SHEEPSHEAD BAY RD","1741,SHEEPSHEAD BAY RD,New York, NY",-73.9511499,40.585036
"14266",50019063,"VILLAGE NATURAL","46","GREENWICH AVE","46,GREENWICH AVE,New York, NY",-74.000277,40.7356133
"14267",50019068,"BA'AL CAFE AND FALAFEL","71","SULLIVAN ST","71,SULLIVAN ST,New York, NY",-74.0038742,40.7244589
"14268",50019079,"TASTY CARIBBEAN","856","UTICA AVE","856,UTICA AVE,New York, NY",-73.930758,40.6521423
"14269",50019082,"L' ANTAGONISTE","641","HANCOCK ST","641,HANCOCK ST,New York, NY",-73.9296904,40.6850795
"14270",50019084,"GINA MEXICANA","1288","MADISON AVE","1288,MADISON AVE,New York, NY",-73.9563797,40.7845399
"14271",50019085,"GINA MEXICANA","145","E 61ST ST","145,E 61ST ST,New York, NY",-73.9667796,40.7634288
"14272",50019088,"TOMS","264","ELIZABETH ST","264,ELIZABETH ST,New York, NY",-73.9934,40.724028
"14273",50019095,"EARLY","967","MANHATTAN AVE","967,MANHATTAN AVE,New York, NY",-73.9548178,40.7321467
"14274",50019096,"LUK & BART HOMEMADE FOOD","2960","RICHMOND TER","2960,RICHMOND TER,New York, NY",-74.1588188,40.6367477
"14275",50019097,"LA PRINCESA DEL RODEO","1177B","WHEELER AVE","1177B,WHEELER AVE,New York, NY",-73.8801814,40.8282743
"14276",50019103,"LIAN SHENG RESTAURANT","5722","8TH AVE","5722,8TH AVE,New York, NY",-74.0084602,40.6368743
"14277",50019110,"ALEX'S SPOT","9018","CORONA AVE","9018,CORONA AVE,New York, NY",-73.8746911,40.7415676
"14278",50019113,"DEBORAH MILLER","3","MADISON ST","3,MADISON ST,New York, NY",-74.0005522,40.7117507
"14279",50019119,"Fountain of Spa","3202","LINDEN PL","3202,LINDEN PL,New York, NY",-73.8322573,40.767464
"14280",50019120,"NEW TOPAZ","127","W 56TH ST","127,W 56TH ST,New York, NY",-73.978911,40.764421
"14281",50019121,"TOPAZ NOODLE BAR","129","W 56TH ST","129,W 56TH ST,New York, NY",-73.9789855,40.7644255
"14282",50019123,"BIG ARC CHICKEN","233","1ST AVE","233,1ST AVE,New York, NY",-73.9829685,40.7311888
"14283",50019124,"RAMEN-YA","133","W 3RD ST","133,W 3RD ST,New York, NY",-74.0007476,40.7309213
"14284",50019128,"IKI MODERN JAPANESE CUISINE","13342","39TH AVE","13342,39TH AVE,New York, NY",-73.8326682,40.7593849
"14285",50019131,"BAY THAI RESTAURANT","6735","3RD AVE","6735,3RD AVE,New York, NY",-74.0252613,40.6368934
"14286",50019132,"INDIKITCH","940","8TH AVE","940,8TH AVE,New York, NY",-73.9832325,40.7656652
"14287",50019134,"DUNKIN' DONUTS","3921","5TH AVE","3921,5TH AVE,New York, NY",-74.0042422,40.6507327
"14288",50019149,"NORIBAR","5401","13TH AVE","5401,13TH AVE,New York, NY",-73.994917,40.6320159
"14289",50019154,"BLUE AGAVE","7201","16TH AVE","7201,16TH AVE,New York, NY",-73.9988997,40.6178138
"14290",50019158,"PENETROS BAKERY & RESTAURANT","9001","31ST AVE","9001,31ST AVE,New York, NY",-73.878322,40.760255
"14291",50019166,"MAITE","159","CENTRAL AVE","159,CENTRAL AVE,New York, NY",-73.9267741,40.6992464
"14292",50019174,"WING WORLD","876","MANOR RD","876,MANOR RD,New York, NY",-74.1211058,40.6052625
"14293",50019176,"ROAST KITCHEN","870","BROADWAY","870,BROADWAY,New York, NY",-73.9899292,40.7375101
"14294",50019178,"PARIS BAGUETTE","97","COURT ST","97,COURT ST,New York, NY",-73.9915185,40.6910542
"14295",50019179,"PARIS BAGUETTE CAFE","2568","BROADWAY","2568,BROADWAY,New York, NY",-73.9710102,40.7950446
"14296",50019198,"NOODLE HOUSE","5609","MARATHON PKWY","5609,MARATHON PKWY,New York, NY",-73.7312566,40.7601389
"14297",50019200,"HAWA SMOOTHIE","422","E 14 ST","422,E 14 ST,New York, NY",-73.9816026,40.7306377
"14298",50019201,"CHARLEY'S Philly Steak's","9015","QUEENS BLVD","9015,QUEENS BLVD,New York, NY",-73.8704985,40.7345156
"14299",50019203,"SOPHIES CUBAN CUISINE","76","FULTON ST","76,FULTON ST,New York, NY",-74.0055381,40.708933
"14300",50019204,"ESCAPE INTERNATIONAL CUISINE","1841","HOBART AVE","1841,HOBART AVE,New York, NY",-73.8315621,40.848345
"14301",50019209,"ROCCO'S TACOS & TEQUILA BAR","339","ADAMS ST","339,ADAMS ST,New York, NY",-73.9884029,40.6932182
"14302",50019227,"THAI HOLIC","372","MYRTLE AVE","372,MYRTLE AVE,New York, NY",-73.9712901,40.6929809
"14303",50019228,"PANDA RESTAURANT","791","LYDIG AVE","791,LYDIG AVE,New York, NY",-73.8640685,40.8545279
"14304",50019231,"NACHO MACHO TACO","417","PROSPECT PL","417,PROSPECT PL,New York, NY",-73.9626853,40.6765008
"14305",50019232,"KIMBOB NARA","15302A","NORTHERN BLVD","15302A,NORTHERN BLVD,New York, NY",-73.8118465,40.7646885
"14306",50019233,"MARTHA STEWART CAFE","601","W 26TH ST","601,W 26TH ST,New York, NY",-74.0071579,40.7516571
"14307",50019234,"CHINA WOK RESTAURANT","869","NOSTRAND AVE","869,NOSTRAND AVE,New York, NY",-73.950574,40.6670018
"14308",50019239,"NOMADO 33","165","E 33RD ST","165,E 33RD ST,New York, NY",-73.9790238,40.7454974
"14309",50019242,"RICHNESS  RESTAURANT","1063","RUTLAND RD","1063,RUTLAND RD,New York, NY",-73.9248567,40.6638828
"14310",50019243,"BUFFALO WILD WINGS","193","W 237TH ST","193,W 237TH ST,New York, NY",-73.9002838,40.8844298
"14311",50019260,"LEO'S DELI & GRILL","604","E 102ND ST","604,E 102ND ST,New York, NY",-73.9002267,40.6487866
"14312",50019263,"APPLEBEE'S","1776","EASTCHESTER RD","1776,EASTCHESTER RD,New York, NY",-73.8426039,40.8495887
"14313",50019273,"SUBWAY","221","E BROADWAY","221,E BROADWAY,New York, NY",-73.9870203,40.714107
"14314",50019276,"OH BAGELS CAFE","34-30","UNION ST","34-30,UNION ST,New York, NY",-73.8278863,40.7660189
"14315",50019277,"LENWICH","459","PARK AVE S","459,PARK AVE S,New York, NY",-73.9826253,40.7450207
"14316",50019282,"SUBWAY","6818","ROOSEVELT AVE","6818,ROOSEVELT AVE,New York, NY",-73.8966899,40.7461095
"14317",50032577,"KISMET CATERERS","1995","WESTCHESTER AVE","1995,WESTCHESTER AVE,New York, NY",-73.857941,40.8337816
"14318",50032583,"MUSE CAFE","497","6TH AVE","497,6TH AVE,New York, NY",-73.9851494,40.6663278
"14319",50032584,"YAN KEE BEEF JERKY","44","CANAL ST","44,CANAL ST,New York, NY",-73.9914997,40.7145739
"14320",50032585,"DRAGON CITY RESTAURANT","9510","SUTPHIN BLVD","9510,SUTPHIN BLVD,New York, NY",-73.806467,40.6980387
"14321",50032591,"YAYO'S AT 59 RESTAURANT","5823","4TH AVE","5823,4TH AVE,New York, NY",-74.017466,40.6413605
"14322",50032592,"MAD 46","45","E 45TH ST","45,E 45TH ST,New York, NY",-73.9736719,40.7529581
"14323",50032595,"GOEMON CURRY","29","KENMARE ST","29,KENMARE ST,New York, NY",-73.9950999,40.720838
"14324",50032596,"THE FOOD SERMON","355","ROGERS AVE","355,ROGERS AVE,New York, NY",-73.9535703,40.6647514
"14325",50032597,"M & R PIZZA","7","E 208TH ST","7,E 208TH ST,New York, NY",-73.8830644,40.8806565
"14326",50032620,"BAREBURGER","4819","VERNON BLVD","4819,VERNON BLVD,New York, NY",-73.9535541,40.7434872
"14327",50032621,"JAMESON'S BAR AND RESTAURANT","975","2ND AVE","975,2ND AVE,New York, NY",-73.9680596,40.756013
"14328",50032629,"LOOSIE ROUGE","91","S 6TH ST","91,S 6TH ST,New York, NY",-73.9648964,40.7109997
"14329",50032632,"HONEYBEE PATISSERIE","6514","BAY PKWY","6514,BAY PKWY,New York, NY",-73.9819814,40.613616
"14330",50032633,"DOUBLE DUTCH","1616","AMSTERDAM AVE","1616,AMSTERDAM AVE,New York, NY",-73.950419,40.822021
"14331",50032637,"OCAFE NEW SCHOOL","79","5TH AVE","79,5TH AVE,New York, NY",-73.9925067,40.7370304
"14332",50032642,"DELICACY","12","E 44TH ST","12,E 44TH ST,New York, NY",-73.9791691,40.7542252
"14333",50032643,"PLAYA BETTY'S","320","AMSTERDAM AVE","320,AMSTERDAM AVE,New York, NY",-73.980368,40.780879
"14334",50032652,"LAS DELICIAS RESTAURANT & BAKERY","1801","COLLEGE POINT BLVD","1801,COLLEGE POINT BLVD,New York, NY",-73.8456969,40.7830991
"14335",50032654,"JAVELINA","119","E 18TH ST","119,E 18TH ST,New York, NY",-73.9874041,40.7368633
"14336",50032657,"EMPIRE GARDEN","6117","SPRINGFIELD BLVD","6117,SPRINGFIELD BLVD,New York, NY",-73.7560943,40.7485626
"14337",50032659,"GREAT DRAGON LIN CHINESE RESTAURANT","4224","8TH AVE","4224,8TH AVE,New York, NY",-73.999721,40.6452442
"14338",50032662,"SCAVELLO'S ON THE ISLAND","101","CITY ISLAND AVE","101,CITY ISLAND AVE,New York, NY",-73.784419,40.8409473
"14339",50032670,"TAQUERIA SANTA FE","4708","47TH AVE","4708,47TH AVE,New York, NY",-73.9178635,40.740893
"14340",50032677,"DANIELA'S CAFE","3901","NEW UTRECHT AVE","3901,NEW UTRECHT AVE,New York, NY",-73.9941602,40.6451574
"14341",50032681,"STARBUCKS","245","E 80TH ST","245,E 80TH ST,New York, NY",-73.9547342,40.7743309
"14342",50032685,"FAMILY CHEF RESTAURANT & PIZZERIA","1381","OGDEN AVE","1381,OGDEN AVE,New York, NY",-73.9246646,40.8420949
"14343",50032688,"BEDOUIN TENT","405","ATLANTIC AVE","405,ATLANTIC AVE,New York, NY",-73.9844502,40.6870136
"14344",50032689,"LIU'S SHANGHAI INC","1869","BATH AVE","1869,BATH AVE,New York, NY",-74.0038582,40.6028977
"14345",50032691,"KONDO JAPANESE RESTAURANT","2913","BROADWAY","2913,BROADWAY,New York, NY",-73.9651993,40.8066797
"14346",50032701,"KUU","20","JOHN ST","20,JOHN ST,New York, NY",-74.0088782,40.7096815
"14347",50032704,"BY CHLOE","185","BLEECKER ST","185,BLEECKER ST,New York, NY",-74.0009386,40.7292552
"14348",50032708,"STARBUCKS","JFK","INTL AIRPORT","JFK,INTL AIRPORT,New York, NY",-73.7781391,40.6413111
"14349",50032715,"SUGAR HILL CAFE","410","W 145TH ST","410,W 145TH ST,New York, NY",-73.9456001,40.8242023
"14350",50032739,"M AND M OKUN JUICE BAR","4930","20TH AVE","4930,20TH AVE,New York, NY",-73.9768964,40.6255341
"14351",50032742,"KING TAI","1095","BERGEN ST","1095,BERGEN ST,New York, NY",-73.9494604,40.6762051
"14352",50032749,"JERRY'S COFFEE SHOP","970","LONGWOOD AVE","970,LONGWOOD AVE,New York, NY",-73.8980757,40.8174003
"14353",50032750,"FATHER KNOWS BEST","611A","WILSON AVE","611A,WILSON AVE,New York, NY",-73.9069308,40.6902494
"14354",50032753,"AGAVI ORGANIC JUICE BAR","72","E 7TH ST","72,E 7TH ST,New York, NY",-73.9867187,40.7272632
"14355",50032756,"NEW SECHUN GARDEN KITCHEN","2076","8TH AVE","2076,8TH AVE,New York, NY",-73.9567618,40.8020386
"14356",50032762,"MIS ANGELITOS BAKERY","4003","5TH AVE","4003,5TH AVE,New York, NY",-74.0044547,40.6504698
"14357",50032768,"La Dinastia Latin-Chinese Cuisine","145","W 72ND ST","145,W 72ND ST,New York, NY",-73.9802252,40.7783368
"14358",50032771,"WEST SIDE CAFE AND PIZZA","218","W 72ND ST","218,W 72ND ST,New York, NY",-73.9828537,40.7788161
"14359",50032777,"SKYLINE DINER","27127","UNION TPKE","27127,UNION TPKE,New York, NY",-73.702387,40.7523323
"14360",50032779,"VAN LEEUWEN ARTISAN ICE CREAM","181","WAVERLY PL","181,WAVERLY PL,New York, NY",-74.0012851,40.7343589
"14361",50032780,"ABITINO'S PIZZA(CONCOURSE C)","ONE","JFK INTERNATIONAL AIRPORT","ONE,JFK INTERNATIONAL AIRPORT,New York, NY",-73.7891813,40.6433553
"14362",50032782,"CHRIS CARIBBEAN & AMERICAN RESTAURANT","576","ROGERS AVE","576,ROGERS AVE,New York, NY",-73.953509,40.657768
"14363",50032783,"GINZA","800","LEXINGTON AVE","800,LEXINGTON AVE,New York, NY",-73.9671948,40.7640644
"14364",50032787,"CAFE DUSHANBE","1788","SHEEPSHEAD BAY RD","1788,SHEEPSHEAD BAY RD,New York, NY",-73.9509414,40.5839987
"14365",50032793,"BLACK FLAMINGO","168","BORINQUEN PL","168,BORINQUEN PL,New York, NY",-73.9540968,40.7104806
"14366",50032794,"HAMA","11","W 51ST ST","11,W 51ST ST,New York, NY",-73.977638,40.759786
"14367",50032795,"CHILLAX MANHATTAN BEACH CAFE","184","OXFORD ST","184,OXFORD ST,New York, NY",-73.938232,40.57884
"14368",50032798,"GONG CHA","12","W 32ND ST","12,W 32ND ST,New York, NY",-73.9865687,40.7474051
"14369",50032812,"TWIN DONUT","5099","BROADWAY","5099,BROADWAY,New York, NY",-73.9146889,40.8710949
"14370",50032820,"HOLIDAY INN EXPRESS","625","UNION ST","625,UNION ST,New York, NY",-73.9844347,40.6782602
"14371",50032822,"RED LION INN & SUITES","279","BUTLER ST","279,BUTLER ST,New York, NY",-73.9846161,40.6814518
"14372",50032827,"THE RIBBON","20","W 72ND ST","20,W 72ND ST,New York, NY",-73.9775392,40.7765087
"14373",50032828,"POKITO","155","S 4TH ST","155,S 4TH ST,New York, NY",-73.961944,40.7116441
"14374",50032832,"POPEYES LOUISIANA KITCHEN","1602","BRUCKNER BLVD","1602,BRUCKNER BLVD,New York, NY",-73.8738908,40.823102
"14375",50032834,"GRADE COFFEE","101","N 8TH ST","101,N 8TH ST,New York, NY",-73.9591445,40.7197884
"14376",50032842,"RETRO FITNESS","1","NEW YORK PLZ","1,NEW YORK PLZ,New York, NY",-74.0118801,40.7020841
"14377",50032851,"BETTER DAYS","302","BROOME ST","302,BROOME ST,New York, NY",-73.9922083,40.7188981
"14378",50032852,"DAILY BAGEL","1111","1ST AVE","1111,1ST AVE,New York, NY",-73.9614481,40.7608999
"14379",50032853,"VINNY'S LUNCHBOX","171","AVENUE U","171,AVENUE U,New York, NY",-73.9779551,40.5966038
"14380",50032855,"SWEET TOOTH  & CATERING","376","MARCUS GARVEY BLVD","376,MARCUS GARVEY BLVD,New York, NY",-73.9384752,40.6843071
"14381",50032861,"BOX KITE COFFEE","128","W 72ND ST","128,W 72ND ST,New York, NY",-73.9800415,40.7776163
"14382",50032862,"ISLAND TRINI BURGER","2093","NOSTRAND AVE","2093,NOSTRAND AVE,New York, NY",-73.9476236,40.6345054
"14383",50032865,"TRUMP GOLF LINKS AT FERRY POINT","500","HUTCHINSON RIVER PKWY","500,HUTCHINSON RIVER PKWY,New York, NY",-73.8336818,40.8109625
"14384",50032873,"JAMEX SPORTS BAR","3447","BAYCHESTER AVE","3447,BAYCHESTER AVE,New York, NY",-73.83829,40.8801431
"14385",50032876,"TANNER SMITH'S","204","W 55TH ST","204,W 55TH ST,New York, NY",-73.9816714,40.764286
"14386",50032878,"SPOT DESSERT BAR","5","SAINT MARKS PL","5,SAINT MARKS PL,New York, NY",-73.9893159,40.7294544
"14387",50032885,"STOP & EAT","39","W 31ST ST","39,W 31ST ST,New York, NY",-73.98765,40.7474381
"14388",50032887,"PARADA 47 MEXICAN RESTAURANT","526","W 47TH ST","526,W 47TH ST,New York, NY",-73.9944181,40.7631879
"14389",50032889,"SHUN YUEN CHINESE RESTAURANT","234","E 194TH ST","234,E 194TH ST,New York, NY",-73.8932155,40.8651675
"14390",50032892,"SUBWAY","4348B","AMBOY RD","4348B,AMBOY RD,New York, NY",-74.1593677,40.5453265
"14391",50032894,"MAXWELL RESTAURANT AND BAR","259A","KINGSTON AVE","259A,KINGSTON AVE,New York, NY",-73.941801,40.670809
"14392",50032900,"NEW WIN CHINESE RESTAURANT","14406","243RD ST","14406,243RD ST,New York, NY",-73.7396626,40.660207
"14393",50032905,"PUNDA TIBETAN RESTAURANT","3935","47TH AVE","3935,47TH AVE,New York, NY",-73.925166,40.742101
"14394",50032911,"LITUATION LOUNGE","11206","LIBERTY AVE","11206,LIBERTY AVE,New York, NY",-73.8299025,40.6849505
"14395",50032918,"EMPANADAS MONUMENTAL","3477","BROADWAY","3477,BROADWAY,New York, NY",-73.952249,40.8244916
"14396",50032933,"FUEL GRILL & JUICE BAR","133","E 45TH ST","133,E 45TH ST,New York, NY",-73.9741503,40.7533192
"14397",50032937,"FOXY JOHN'S","143","E 47TH ST","143,E 47TH ST,New York, NY",-73.9727389,40.754452
"14398",50032938,"JOHN DOE BAR & KITCHEN","253","5TH AVE","253,5TH AVE,New York, NY",-73.9868397,40.7447049
"14399",50032939,"HYATT PLACE NEW YORK MIDTOWN SOUTH","52-54","W 36TH ST","52-54,W 36TH ST,New York, NY",-73.985832,40.7504303
"14400",50032946,"CAPTAIN'S CAFE 33","18","E 33RD ST","18,E 33RD ST,New York, NY",-73.9842705,40.7470801
"14401",50032966,"DUNKIN' DONUTS/HUDSON NEWS","625","8TH AVE","625,8TH AVE,New York, NY",-73.9917714,40.7568916
"14402",50032967,"EL TORITO MEXICAN RESTAURANT","2132","CRUGER AVE","2132,CRUGER AVE,New York, NY",-73.8665091,40.8542486
"14403",50032968,"ELLIE'S DINER & RESTAURANT","58","METROPOLITAN OVAL","58,METROPOLITAN OVAL,New York, NY",-73.8598239,40.8375762
"14404",50032969,"GOOD TASTE 360 INC","360","E 116TH ST","360,E 116TH ST,New York, NY",-73.9359017,40.7959558
"14405",50032973,"CHIPOTLE MEXICAN GRILL","1","NEW YORK PLZ","1,NEW YORK PLZ,New York, NY",-74.0118801,40.7020841
"14406",50032974,"BRANCH OFC","225","ROGERS AVE","225,ROGERS AVE,New York, NY",-73.9532145,40.6686913
"14407",50032975,"CHIPOTLE MEXICAN GRILL","4760","3RD AVE","4760,3RD AVE,New York, NY",-73.8905947,40.8603549
"14408",50032977,"JOONG HAN BOON (CHINESE-KOREAN DUMPLINGS AND NOODLE)","13620","ROOSEVELT AVE","13620,ROOSEVELT AVE,New York, NY",-73.8290528,40.7593211
"14409",50032980,"TAQUERIA ST MARKS PL","79","SAINT MARKS PL","79,SAINT MARKS PL,New York, NY",-73.9855511,40.7278776
"14410",50032988,"LA LOTERIA","29","7TH AVE S","29,7TH AVE S,New York, NY",-74.0041448,40.7308623
"14411",50032991,"MI GARBA","129","4TH AVE","129,4TH AVE,New York, NY",-73.9897488,40.7332663
"14412",50032994,"MILK & PULL","778","SENECA AVE","778,SENECA AVE,New York, NY",-73.9060602,40.7017008
"14413",50033000,"LAS MARGARITAS RESTAURANT","7206","3RD AVE","7206,3RD AVE,New York, NY",-74.0271145,40.6333713
"14414",50033001,"RONDEL","2006","CONEY ISLAND AVE","2006,CONEY ISLAND AVE,New York, NY",-73.9623027,40.6083436
"14415",50033010,"LI'S GARDEN","4287","MAIN ST","4287,MAIN ST,New York, NY",-73.8269617,40.7530987
"14416",50033012,"SUBWAY","7521","13TH AVE","7521,13TH AVE,New York, NY",-74.00776,40.6197267
"14417",50033014,"CROMPTON ALE HOUSE","159","W 26TH ST","159,W 26TH ST,New York, NY",-73.9933768,40.7458602
"14418",50033019,"JUBAN","207","10TH AVE","207,10TH AVE,New York, NY",-74.004704,40.7473276
"14419",50033020,"VILLA CEMITA","50","AVENUE A","50,AVENUE A,New York, NY",-73.9847935,40.7238123
"14420",50033039,"STARBUCKS","1","NEW YORK PLZ","1,NEW YORK PLZ,New York, NY",-74.0118801,40.7020841
"14421",50033040,"STARBUCKS","475","W 57TH ST","475,W 57TH ST,New York, NY",-73.9880763,40.769266
"14422",50033065,"CESTRAS PIZZA III","44","WESTCHESTER SQ","44,WESTCHESTER SQ,New York, NY",-73.8435145,40.8421158
"14423",50033067,"FIVE GUYS FAMOUS BURGERS AND FRIES","815","HUTCHINSON RIVER PKWY","815,HUTCHINSON RIVER PKWY,New York, NY",-73.8373024,40.8235586
"14424",50033071,"GABY RESTAURANT","45","W 44TH ST","45,W 44TH ST,New York, NY",-73.9819549,40.7558245
"14425",50033075,"TORISHIN","362","W 53RD ST","362,W 53RD ST,New York, NY",-73.987158,40.7650069
"14426",50033076,"LA ESQUINA DEL SABOR RESTAURANT","9901","NORTHERN BLVD","9901,NORTHERN BLVD,New York, NY",-73.8694034,40.7574509
"14427",50033077,"BAO BAO CAFE","61","LEXINGTON AVE","61,LEXINGTON AVE,New York, NY",-73.9835123,40.7408555
"14428",50033079,"MADDEN'S PUB","25A-27","EAST BEDFORD PARK BLVD","25A-27,EAST BEDFORD PARK BLVD,New York, NY",-73.8886487,40.8731161
"14429",50033081,"SALUD ES VIDA","3924","108TH ST","3924,108TH ST,New York, NY",-73.8590417,40.7507633
"14430",50033094,"SOFITEL NEW YORK","45","W 44TH ST","45,W 44TH ST,New York, NY",-73.9819549,40.7558245
"14431",50033097,"SOFITEL NEW YORK","45","WEST 44 STREET","45,WEST 44 STREET,New York, NY",-73.9819549,40.7558245
"14432",50033098,"EMPANADAS MONUMENTAL","1971","UNIVERSITY AVE","1971,UNIVERSITY AVE,New York, NY",-73.9121115,40.8544586
"14433",50033103,"JONGRO BBQ","15514","ROOSEVELT AVE","15514,ROOSEVELT AVE,New York, NY",-73.8094885,40.7637921
"14434",50033105,"BANGKOK CUISINE","1586","2ND AVE","1586,2ND AVE,New York, NY",-73.9533503,40.7753718
"14435",50033106,"EL AUTENTICO","4720","BROADWAY","4720,BROADWAY,New York, NY",-73.928461,40.864542
"14436",50033120,"JAYA","90","BAXTER ST","90,BAXTER ST,New York, NY",-73.9998487,40.7169581
"14437",50033122,"PARTY WELL RESTAURANT & ORIENTAL BAKERY","14932","41ST AVE","14932,41ST AVE,New York, NY",-73.8145194,40.7621941
"14438",50033125,"CARVEL ICE CREAM","762","MANOR RD","762,MANOR RD,New York, NY",-74.1217807,40.6087137
"14439",50033133,"TEXAS CHICKEN & BURGERS","21","W BURNSIDE AVE","21,W BURNSIDE AVE,New York, NY",-73.908221,40.8539504
"14440",50033140,"RED ROBIN GOURMET BURGERS AND BREW","2655","RICHMOND AVE","2655,RICHMOND AVE,New York, NY",-74.1647604,40.5811976
"14441",50033147,"WEN ZHOU","4128","MAIN ST","4128,MAIN ST,New York, NY",-73.8293161,40.7571727
"14442",50033150,"MIA'S BAKERY","139","SMITH ST","139,SMITH ST,New York, NY",-73.9900531,40.6870079
"14443",50033151,"GOURMET 53","875","3RD AVE","875,3RD AVE,New York, NY",-73.9691858,40.757194
"14444",50033152,"BAR BOLINAS","455","MYRTLE AVE","455,MYRTLE AVE,New York, NY",-73.9673288,40.6934717
"14445",50033154,"SANDWICH BAR","7132","MAIN ST","7132,MAIN ST,New York, NY",-73.8222968,40.7270142
"14446",50033167,"LA VILLETTA","398","E 52ND ST","398,E 52ND ST,New York, NY",-73.9650348,40.754899
"14447",50033171,"DOS TOROS","465","LEXINGTON AVE","465,LEXINGTON AVE,New York, NY",-73.9741697,40.7535207
"14448",50033181,"BEST FUZHOU RESTAURANT","71A","ELDRIDGE ST","71A,ELDRIDGE ST,New York, NY",-73.9927738,40.7167976
"14449",50033184,"SHAKING CRAB/ONLY ONE PLACE","3702","PRINCE ST","3702,PRINCE ST,New York, NY",-73.8330494,40.7607303
"14450",50033193,"INTERWICH","NKA","LAGUARDIA AIRPORT","NKA,LAGUARDIA AIRPORT,New York, NY",-73.8739659,40.7769271
"14451",50033195,"GONG CHA","1","CATHERINE ST","1,CATHERINE ST,New York, NY",-73.9972797,40.7138763
"14452",50033202,"CRISPY CHICKEN RESTAURANT","21552","JAMAICA AVE","21552,JAMAICA AVE,New York, NY",-73.738675,40.71726
"14453",50033203,"TENDER/Sushi Lab/Sushi By Bou","130","W 47TH ST","130,W 47TH ST,New York, NY",-73.9832143,40.7583541
"14454",50033207,"ISTANBUL TURKISH","2202","86TH ST","2202,86TH ST,New York, NY",-73.9938539,40.6015988
"14455",50033209,"NICE CHINA TOWN","1411","FOSTER AVE","1411,FOSTER AVE,New York, NY",-73.9635667,40.6340818
"14456",50033210,"ANGLER","NKA","LAGUARDIA TERMINAL C","NKA,LAGUARDIA TERMINAL C,New York, NY",-73.8654999,40.7716663
"14457",50033211,"KOMBU","NKA","LAGUARDIA AIRPORT TERMINAL C","NKA,LAGUARDIA AIRPORT TERMINAL C,New York, NY",-73.8651795,40.771038
"14458",50033212,"BUDDHA BODAI KOSHER VEGETARIAN RESTAURANT","77","MULBERRY ST","77,MULBERRY ST,New York, NY",-73.9992825,40.7163933
"14459",50033222,"JUST SALAD","315","PARK AVE S","315,PARK AVE S,New York, NY",-73.9855549,40.7405489
"14460",50033230,"SUBWAY","150","W 47TH ST","150,W 47TH ST,New York, NY",-73.9838112,40.7586703
"14461",50033231,"JUST SALAD","233","BROADWAY","233,BROADWAY,New York, NY",-74.0084426,40.7125074
"14462",50033234,"LEE'S KITCHEN","806","BURKE AVE","806,BURKE AVE,New York, NY",-73.8631095,40.8711673
"14463",50033235,"OUR NEIGHBOURHOOD SPANISH RESTAURANT","444","MOTHER GASTON BLVD","444,MOTHER GASTON BLVD,New York, NY",-73.9067146,40.6681566
"14464",50033236,"PITCH CENTER","99","HUDSON ST","99,HUDSON ST,New York, NY",-74.0089976,40.7190557
"14465",50033249,"LOIS BAR","98","AVENUE C","98,AVENUE C,New York, NY",-73.9787783,40.7237208
"14466",50033252,"CAFE ROCHELLE","940","MANHATTAN AVE","940,MANHATTAN AVE,New York, NY",-73.9541495,40.731414
"14467",50033254,"LEGEND","15814","NORTHERN BLVD","15814,NORTHERN BLVD,New York, NY",-73.8067402,40.7629299
"14468",50033258,"BLEU MODERN KITCHEN","4905","13TH AVE","4905,13TH AVE,New York, NY",-73.9920591,40.6347145
"14469",50033264,"SPICE SAIGON","1237","1ST AVE","1237,1ST AVE,New York, NY",-73.9587411,40.7645971
"14470",50033265,"KAI YING CHINESE RESTAURANT","1821","COLLEGE POINT BLVD","1821,COLLEGE POINT BLVD,New York, NY",-73.8456969,40.7824822
